law,frlaw_date
Loi no 2002-305 du 4 mars 2002 relative à l'autorité parentale (1)Vigueur,Loi no 2002-305 du 4 mars 2002 relative à l'autorité parentale (1)Vigueur
"Loi no 2002-306 du 4 mars 2002 portant réforme de la loi du 1er juin 1924 mettant en vigueur la législation civile française dans les départements du Bas-Rhin, du Haut-Rhin et de la Moselle, dans ses dispositions relatives à la publicité foncière (1)Vigueur","Loi no 2002-306 du 4 mars 2002 portant réforme de la loi du 1er juin 1924 mettant en vigueur la législation civile française dans les départements du Bas-Rhin, du Haut-Rhin et de la Moselle, dans ses dispositions relatives à la publicité foncière (1)Vigueur"
Loi no 2002-307 du 4 mars 2002 complétant la loi no 2000-516 du 15 juin 2000 renforçant la protection de la présomption d'innocence et les droits des victimesVigueur,Loi no 2002-307 du 4 mars 2002 complétant la loi no 2000-516 du 15 juin 2000 renforçant la protection de la présomption d'innocence et les droits des victimesVigueur
Loi no 2002-308 du 4 mars 2002 tendant à la création d'un régime de retraite complémentaire obligatoire pour les non-salariés agricolesVigueur,Loi no 2002-308 du 4 mars 2002 tendant à la création d'un régime de retraite complémentaire obligatoire pour les non-salariés agricolesVigueur
Loi no 2002-311 du 5 mars 2002 relative au régime d'assurance chômage des intermittents du spectacle (1)Vigueur,Loi no 2002-311 du 5 mars 2002 relative au régime d'assurance chômage des intermittents du spectacle (1)Vigueur
Loi no 2002-322 du 6 mars 2002 portant rénovation des rapports conventionnels entre les professions de santé libérales et les organismes d'assurance maladie (1)Vigueur,Loi no 2002-322 du 6 mars 2002 portant rénovation des rapports conventionnels entre les professions de santé libérales et les organismes d'assurance maladie (1)Vigueur
Loi no 2002-323 du 6 mars 2002 relative à la restitution par la France de la dépouille mortelle de Saartjie Baartman à l'Afrique du SudVigueur,Loi no 2002-323 du 6 mars 2002 relative à la restitution par la France de la dépouille mortelle de Saartjie Baartman à l'Afrique du SudVigueur
Loi no 2002-5 du 4 janvier 2002 relative aux musées de FranceVigueur,Loi no 2002-5 du 4 janvier 2002 relative aux musées de FranceVigueur
Loi no 2002-6 du 4 janvier 2002 relative à la création d'établissements publics de coopération culturelle (1)Vigueur,Loi no 2002-6 du 4 janvier 2002 relative à la création d'établissements publics de coopération culturelle (1)Vigueur
Loi no 2002-73 du 17 janvier 2002 de modernisation sociale (1)Vigueur,Loi no 2002-73 du 17 janvier 2002 de modernisation sociale (1)Vigueur
Loi no 2002-92 du 22 janvier 2002 relative à la Corse (1).Vigueur,Loi no 2002-92 du 22 janvier 2002 relative à la Corse (1).Vigueur
Loi no 2002-93 du 22 janvier 2002 relative à l'accès aux origines des personnes adoptées et pupilles de l'Etat (1)Vigueur,Loi no 2002-93 du 22 janvier 2002 relative à l'accès aux origines des personnes adoptées et pupilles de l'Etat (1)Vigueur
Loi no 2003-1058 du 7 novembre 2003 portant règlement définitif du budget de 2002 (1)Vigueur,Loi no 2003-1058 du 7 novembre 2003 portant règlement définitif du budget de 2002 (1)Vigueur
"Loi no 2003-1119 du 26 novembre 2003 relative à la maîtrise de l'immigration, au séjour des étrangers en France et à la nationalité (1).Vigueur","Loi no 2003-1119 du 26 novembre 2003 relative à la maîtrise de l'immigration, au séjour des étrangers en France et à la nationalité (1).Vigueur"
Loi no 2003-1176 du 10 décembre 2003 modifiant la loi no 52-893 du 25 juillet 1952 relative au droit d'asile (1).Vigueur,Loi no 2003-1176 du 10 décembre 2003 modifiant la loi no 52-893 du 25 juillet 1952 relative au droit d'asile (1).Vigueur
Loi no 2003-1199 du 18 décembre 2003 de financement de la sécurité sociale pour 2004 (1)Vigueur,Loi no 2003-1199 du 18 décembre 2003 de financement de la sécurité sociale pour 2004 (1)Vigueur
Loi no 2003-1200 du 18 décembre 2003 portant décentralisation en matière de revenu minimum d'insertion et créant un revenu minimum d'activité. (1)Vigueur,Loi no 2003-1200 du 18 décembre 2003 portant décentralisation en matière de revenu minimum d'insertion et créant un revenu minimum d'activité. (1)Vigueur
Loi no 2003-1201 du 18 décembre 2003 relative à la parité entre hommes et femmes sur les listes de candidats à l'élection des membres de l'Assemblée de Corse. (1)Vigueur,Loi no 2003-1201 du 18 décembre 2003 relative à la parité entre hommes et femmes sur les listes de candidats à l'élection des membres de l'Assemblée de Corse. (1)Vigueur
"Loi no 2003-1210 du 19 décembre 2003 autorisant la ratification du traité relatif à l'adhésion à l'Union européenne de la République tchèque, de l'Estonie, de Chypre, de la Lettonie, de la Lituanie, de la Hongrie, de Malte, de la Pologne, de la Slovénie et de la Slovaquie (1).Vigueur","Loi no 2003-1210 du 19 décembre 2003 autorisant la ratification du traité relatif à l'adhésion à l'Union européenne de la République tchèque, de l'Estonie, de Chypre, de la Lettonie, de la Lituanie, de la Hongrie, de Malte, de la Pologne, de la Slovénie et de la Slovaquie (1).Vigueur"
Loi no 2003-1211 du 19 décembre 2003 autorisant l'approbation d'un accord sous forme d'échange de lettres complétant l'accord entre le Gouvernement de la République française et le Gouvernement de la République italienne relatif à la coopération transfrontalière en matière policière et douanière du 3 octobre 1997 (1).Vigueur,Loi no 2003-1211 du 19 décembre 2003 autorisant l'approbation d'un accord sous forme d'échange de lettres complétant l'accord entre le Gouvernement de la République française et le Gouvernement de la République italienne relatif à la coopération transfrontalière en matière policière et douanière du 3 octobre 1997 (1).Vigueur
Loi no 2003-1311 du 30 décembre 2003 de finances pour 2004 (1).Vigueur,Loi no 2003-1311 du 30 décembre 2003 de finances pour 2004 (1).Vigueur
Loi no 2003-1312 du 30 décembre 2003 de Finances rectificative pour 2003 (1).Vigueur,Loi no 2003-1312 du 30 décembre 2003 de Finances rectificative pour 2003 (1).Vigueur
Loi no 2003-132 du 19 février 2003 portant réforme des règles budgétaires et comptables applicables aux départements (1)Vigueur,Loi no 2003-132 du 19 février 2003 portant réforme des règles budgétaires et comptables applicables aux départements (1)Vigueur
Loi no 2003-1365 du 31 décembre 2003 relative aux obligations de service public des télécommunications et à France Télécom (1).Vigueur,Loi no 2003-1365 du 31 décembre 2003 relative aux obligations de service public des télécommunications et à France Télécom (1).Vigueur
Loi no 2003-1367 du 31 décembre 2003 autorisant l'approbation de l'accord sur les privilèges et immunités de la Cour pénale internationale (1).Vigueur,Loi no 2003-1367 du 31 décembre 2003 autorisant l'approbation de l'accord sur les privilèges et immunités de la Cour pénale internationale (1).Vigueur
Loi no 2003-239 du 18 mars 2003 pour la sécurité intérieure (1).Vigueur,Loi no 2003-239 du 18 mars 2003 pour la sécurité intérieure (1).Vigueur
Loi no 2003-277 du 28 mars 2003 tendant à autoriser le vote par correspondance électronique des Français établis hors de France pour les élections de l'Assemblée des Français de l'étranger (1).Vigueur,Loi no 2003-277 du 28 mars 2003 tendant à autoriser le vote par correspondance électronique des Français établis hors de France pour les élections de l'Assemblée des Français de l'étranger (1).Vigueur
Loi no 2003-289 du 31 mars 2003 portant modification de la loi no 2001-647 du 20 juillet 2001 relative à la prise en charge de la perte d'autonomie des personnes âgées et à l'allocation personnalisée d'autonomie (1)Vigueur,Loi no 2003-289 du 31 mars 2003 portant modification de la loi no 2001-647 du 20 juillet 2001 relative à la prise en charge de la perte d'autonomie des personnes âgées et à l'allocation personnalisée d'autonomie (1)Vigueur
Loi no 2003-290 du 31 mars 2003 modifiant l'article 1er-1 de la loi no 90-568 du 2 juillet 1990 relative à l'organisation du service public de la poste et des télécommunications (1).Vigueur,Loi no 2003-290 du 31 mars 2003 modifiant l'article 1er-1 de la loi no 90-568 du 2 juillet 1990 relative à l'organisation du service public de la poste et des télécommunications (1).Vigueur
Loi no 2003-299 du 2 avril 2003 tendant à étendre aux communautés d'agglomération créées ex nihilo le régime de garantie d'évolution de la dotation globale de fonctionnement des communautés d'agglomération issues d'une transformation (1)Vigueur,Loi no 2003-299 du 2 avril 2003 tendant à étendre aux communautés d'agglomération créées ex nihilo le régime de garantie d'évolution de la dotation globale de fonctionnement des communautés d'agglomération issues d'une transformation (1)Vigueur
Loi no 2003-322 du 9 avril 2003 relative aux entreprises de transport aérien et notamment à la société Air France.Vigueur,Loi no 2003-322 du 9 avril 2003 relative aux entreprises de transport aérien et notamment à la société Air France.Vigueur
Loi no 2003-327 du 11 avril 2003 relative à l'élection des conseillers régionaux et des représentants au Parlement européen ainsi qu'à l'aide publique aux partis politiques (1)Vigueur,Loi no 2003-327 du 11 avril 2003 relative à l'élection des conseillers régionaux et des représentants au Parlement européen ainsi qu'à l'aide publique aux partis politiques (1)Vigueur
Loi no 2003-339 du 14 avril 2003 portant ratification de l'ordonnance no 2000-549 du 15 juin 2000 relative à la partie Législative du code de l'éducation (1).Vigueur,Loi no 2003-339 du 14 avril 2003 portant ratification de l'ordonnance no 2000-549 du 15 juin 2000 relative à la partie Législative du code de l'éducation (1).Vigueur
Loi no 2003-340 du 14 avril 2003 relative à la répression de l'activité de mercenaire.Vigueur,Loi no 2003-340 du 14 avril 2003 relative à la répression de l'activité de mercenaire.Vigueur
Loi no 2003-346 du 15 avril 2003 relative à la création d'une zone de protection écologique au large des côtes du territoire de la RépubliqueVigueur,Loi no 2003-346 du 15 avril 2003 relative à la création d'une zone de protection écologique au large des côtes du territoire de la RépubliqueVigueur
Loi no 2003-347 du 15 avril 2003 relative à la protection de l'environnement en Antarctique (1).Vigueur,Loi no 2003-347 du 15 avril 2003 relative à la protection de l'environnement en Antarctique (1).Vigueur
Loi no 2003-400 du 30 avril 2003 relative aux assistants d'éducation.Vigueur,Loi no 2003-400 du 30 avril 2003 relative aux assistants d'éducation.Vigueur
Loi no 2003-442 du 19 mai 2003 relative à la création d'un chèque-emploi associatif (1)Vigueur,Loi no 2003-442 du 19 mai 2003 relative à la création d'un chèque-emploi associatif (1)Vigueur
"Loi no 2003-47 du 17 janvier 2003 relative aux salaires, au temps de travail et au développement de l'emploi (1)Vigueur","Loi no 2003-47 du 17 janvier 2003 relative aux salaires, au temps de travail et au développement de l'emploi (1)Vigueur"
Loi no 2003-475 du 4 juin 2003 relative aux privilèges et immunités de la délégation du Comité international de la Croix-Rouge en France (1)Vigueur,Loi no 2003-475 du 4 juin 2003 relative aux privilèges et immunités de la délégation du Comité international de la Croix-Rouge en France (1)Vigueur
Loi no 2003-478 du 5 juin 2003 portant diverses dispositions relatives à certains personnels de DCN et GIAT Industries (1).Vigueur,Loi no 2003-478 du 5 juin 2003 portant diverses dispositions relatives à certains personnels de DCN et GIAT Industries (1).Vigueur
Loi no 2003-486 du 10 juin 2003 organisant une consultation des électeurs de Corse sur la modification de l'organisation institutionnelle de la Corse (1)Vigueur,Loi no 2003-486 du 10 juin 2003 organisant une consultation des électeurs de Corse sur la modification de l'organisation institutionnelle de la Corse (1)Vigueur
Loi no 2003-495 du 12 juin 2003 renforçant la lutte contre la violence routière (1).Vigueur,Loi no 2003-495 du 12 juin 2003 renforçant la lutte contre la violence routière (1).Vigueur
Loi no 2003-516 du 18 juin 2003 relative à la dévolution du nom de famille (1).Vigueur,Loi no 2003-516 du 18 juin 2003 relative à la dévolution du nom de famille (1).Vigueur
Loi no 2003-517 du 18 juin 2003 relative à la rémunération au titre du prêt en bibliothèque et renforçant la protection sociale des auteurs (1).Vigueur,Loi no 2003-517 du 18 juin 2003 relative à la rémunération au titre du prêt en bibliothèque et renforçant la protection sociale des auteurs (1).Vigueur
